Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
New Delhi,PM2.5 - Principal,2/16/2020 19:00,2020,2,16,19,66,156,Unhealthy,68,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/16/2020 20:00,2020,2,16,20,75.5,161,Unhealthy,85,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/16/2020 21:00,2020,2,16,21,99.2,174,Unhealthy,123,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/16/2020 22:00,2020,2,16,22,126.1,187,Unhealthy,153,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/16/2020 23:00,2020,2,16,23,147.5,199,Unhealthy,169,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 0:00,2020,2,17,0,159.7,210,Very Unhealthy,172,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 1:00,2020,2,17,1,162.9,213,Very Unhealthy,166,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 2:00,2020,2,17,2,168.4,219,Very Unhealthy,174,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 3:00,2020,2,17,3,186.7,237,Very Unhealthy,205,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 4:00,2020,2,17,4,233.9,284,Very Unhealthy,281,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 5:00,2020,2,17,5,261.4,312,Hazardous,289,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 6:00,2020,2,17,6,294.7,345,Hazardous,328,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 7:00,2020,2,17,7,306.4,356,Hazardous,318,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 8:00,2020,2,17,8,290.7,341,Hazardous,275,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 9:00,2020,2,17,9,309.8,360,Hazardous,329,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 10:00,2020,2,17,10,288.5,339,Hazardous,267,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 11:00,2020,2,17,11,234.2,284,Very Unhealthy,179,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 12:00,2020,2,17,12,169.8,220,Very Unhealthy,106,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 13:00,2020,2,17,13,128.9,189,Unhealthy,88,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 14:00,2020,2,17,14,94.4,171,Unhealthy,60,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 15:00,2020,2,17,15,69.7,158,Unhealthy,45,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 16:00,2020,2,17,16,51.3,140,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 17:00,2020,2,17,17,46.6,128,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 18:00,2020,2,17,18,47.2,130,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 19:00,2020,2,17,19,52.1,142,Unhealthy for Sensitive Groups,57,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 20:00,2020,2,17,20,61,154,Unhealthy,70,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 21:00,2020,2,17,21,77.4,162,Unhealthy,94,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 22:00,2020,2,17,22,88.7,168,Unhealthy,100,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/17/2020 23:00,2020,2,17,23,99.3,174,Unhealthy,110,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 0:00,2020,2,18,0,134.6,192,Unhealthy,170,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 1:00,2020,2,18,1,161.8,212,Very Unhealthy,189,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 2:00,2020,2,18,2,152.4,203,Very Unhealthy,143,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 3:00,2020,2,18,3,165.2,216,Very Unhealthy,178,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 4:00,2020,2,18,4,186.1,236,Very Unhealthy,207,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 5:00,2020,2,18,5,191,241,Very Unhealthy,196,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 6:00,2020,2,18,6,193.5,244,Very Unhealthy,196,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 7:00,2020,2,18,7,195.2,245,Very Unhealthy,197,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 8:00,2020,2,18,8,205.6,256,Very Unhealthy,216,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 9:00,2020,2,18,9,204.3,254,Very Unhealthy,203,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 10:00,2020,2,18,10,182.5,233,Very Unhealthy,160,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 11:00,2020,2,18,11,164.2,215,Very Unhealthy,131,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 12:00,2020,2,18,12,137.5,193,Unhealthy,114,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 13:00,2020,2,18,13,105.1,177,Unhealthy,75,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 14:00,2020,2,18,14,85.5,166,Unhealthy,66,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 15:00,2020,2,18,15,68.2,158,Unhealthy,51,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 16:00,2020,2,18,16,59.6,153,Unhealthy,51,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 17:00,2020,2,18,17,58.7,153,Unhealthy,58,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 18:00,2020,2,18,18,65.8,156,Unhealthy,73,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 19:00,2020,2,18,19,74.4,161,Unhealthy,83,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 20:00,2020,2,18,20,85.1,166,Unhealthy,96,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 21:00,2020,2,18,21,102,175,Unhealthy,119,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 22:00,2020,2,18,22,109.5,179,Unhealthy,117,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/18/2020 23:00,2020,2,18,23,109.2,179,Unhealthy,109,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 0:00,2020,2,19,0,109.6,179,Unhealthy,110,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 1:00,2020,2,19,1,119.3,184,Unhealthy,129,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 2:00,2020,2,19,2,132.1,191,Unhealthy,145,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 3:00,2020,2,19,3,143.5,196,Unhealthy,155,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 4:00,2020,2,19,4,144.8,197,Unhealthy,146,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 5:00,2020,2,19,5,141.4,195,Unhealthy,138,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 6:00,2020,2,19,6,144.3,197,Unhealthy,148,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 7:00,2020,2,19,7,140.8,195,Unhealthy,137,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 8:00,2020,2,19,8,141,195,Unhealthy,143,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 9:00,2020,2,19,9,190.4,241,Very Unhealthy,239,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 10:00,2020,2,19,10,175.2,225,Very Unhealthy,160,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 11:00,2020,2,19,11,143.6,196,Unhealthy,112,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 12:00,2020,2,19,12,112.8,181,Unhealthy,82,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 13:00,2020,2,19,13,95.3,172,Unhealthy,78,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 14:00,2020,2,19,14,79.6,163,Unhealthy,64,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 15:00,2020,2,19,15,70.8,159,Unhealthy,62,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 16:00,2020,2,19,16,63.9,155,Unhealthy,57,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 17:00,2020,2,19,17,65.9,156,Unhealthy,68,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 18:00,2020,2,19,18,71.4,159,Unhealthy,77,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 19:00,2020,2,19,19,80.2,164,Unhealthy,89,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 20:00,2020,2,19,20,80.1,164,Unhealthy,80,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 21:00,2020,2,19,21,91,169,Unhealthy,102,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 22:00,2020,2,19,22,111,180,Unhealthy,131,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/19/2020 23:00,2020,2,19,23,121,185,Unhealthy,131,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 0:00,2020,2,20,0,124.5,187,Unhealthy,128,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 1:00,2020,2,20,1,137.2,193,Unhealthy,150,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 2:00,2020,2,20,2,122.1,185,Unhealthy,107,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 3:00,2020,2,20,3,117.5,183,Unhealthy,113,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 4:00,2020,2,20,4,118.2,183,Unhealthy,119,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 5:00,2020,2,20,5,120.1,184,Unhealthy,122,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 6:00,2020,2,20,6,120,184,Unhealthy,120,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 7:00,2020,2,20,7,124.7,187,Unhealthy,130,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 8:00,2020,2,20,8,124.7,187,Unhealthy,127,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 9:00,2020,2,20,9,124.7,187,Unhealthy,125,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 10:00,2020,2,20,10,121.8,185,Unhealthy,115,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 11:00,2020,2,20,11,109.2,179,Unhealthy,91,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 12:00,2020,2,20,12,93.4,171,Unhealthy,79,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 13:00,2020,2,20,13,82.9,165,Unhealthy,70,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 14:00,2020,2,20,14,73.8,160,Unhealthy,66,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 15:00,2020,2,20,15,65.7,156,Unhealthy,58,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 16:00,2020,2,20,16,59.8,153,Unhealthy,54,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 17:00,2020,2,20,17,59.4,153,Unhealthy,59,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 18:00,2020,2,20,18,64.7,156,Unhealthy,70,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 19:00,2020,2,20,19,71.3,159,Unhealthy,78,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 20:00,2020,2,20,20,87.6,168,Unhealthy,104,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 21:00,2020,2,20,21,100.8,174,Unhealthy,114,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 22:00,2020,2,20,22,108.4,178,Unhealthy,116,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/20/2020 23:00,2020,2,20,23,108.7,178,Unhealthy,109,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 0:00,2020,2,21,0,110.8,180,Unhealthy,113,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 1:00,2020,2,21,1,125.4,187,Unhealthy,140,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 2:00,2020,2,21,2,129.2,189,Unhealthy,133,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 3:00,2020,2,21,3,126.1,187,Unhealthy,123,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 4:00,2020,2,21,4,109,179,Unhealthy,92,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 5:00,2020,2,21,5,93,170,Unhealthy,77,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 6:00,2020,2,21,6,79,163,Unhealthy,65,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 7:00,2020,2,21,7,55.5,151,Unhealthy,32,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 8:00,2020,2,21,8,44.2,122,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 9:00,2020,2,21,9,38.1,107,Unhealthy for Sensitive Groups,32,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 10:00,2020,2,21,10,36.5,103,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 11:00,2020,2,21,11,37.7,106,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 12:00,2020,2,21,12,39.8,112,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 13:00,2020,2,21,13,38.4,108,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 14:00,2020,2,21,14,31.1,91,Moderate,24,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 15:00,2020,2,21,15,21.5,71,Moderate,12,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 16:00,2020,2,21,16,20.2,68,Moderate,19,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 17:00,2020,2,21,17,19.1,66,Moderate,18,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 18:00,2020,2,21,18,20,68,Moderate,21,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 19:00,2020,2,21,19,23,74,Moderate,26,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 20:00,2020,2,21,20,29.5,88,Moderate,36,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 21:00,2020,2,21,21,38.2,108,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 22:00,2020,2,21,22,42.6,118,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/21/2020 23:00,2020,2,21,23,53.3,145,Unhealthy for Sensitive Groups,64,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 0:00,2020,2,22,0,57.1,152,Unhealthy,61,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 1:00,2020,2,22,1,59.5,153,Unhealthy,62,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 2:00,2020,2,22,2,52.2,142,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 3:00,2020,2,22,3,51.6,141,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 4:00,2020,2,22,4,50.3,137,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 5:00,2020,2,22,5,50.6,138,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 6:00,2020,2,22,6,53.3,145,Unhealthy for Sensitive Groups,56,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 7:00,2020,2,22,7,54.8,149,Unhealthy for Sensitive Groups,57,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 8:00,2020,2,22,8,60.5,154,Unhealthy,71,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 9:00,2020,2,22,9,63.3,155,Unhealthy,68,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 10:00,2020,2,22,10,62.1,154,Unhealthy,60,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 11:00,2020,2,22,11,57.6,152,Unhealthy,50,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 12:00,2020,2,22,12,55.9,151,Unhealthy,53,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 13:00,2020,2,22,13,53,144,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 14:00,2020,2,22,14,49.4,135,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 15:00,2020,2,22,15,52.7,143,Unhealthy for Sensitive Groups,58,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 16:00,2020,2,22,16,55.8,151,Unhealthy,61,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 17:00,2020,2,22,17,54.7,148,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 18:00,2020,2,22,18,52.9,144,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 19:00,2020,2,22,19,51.8,141,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 20:00,2020,2,22,20,65.5,156,Unhealthy,82,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 21:00,2020,2,22,21,94.3,171,Unhealthy,122,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 22:00,2020,2,22,22,92.6,170,Unhealthy,91,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/22/2020 23:00,2020,2,22,23,104.3,176,Unhealthy,116,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 0:00,2020,2,23,0,117.1,183,Unhealthy,130,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 1:00,2020,2,23,1,128.1,188,Unhealthy,139,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 2:00,2020,2,23,2,135,192,Unhealthy,142,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 3:00,2020,2,23,3,133,191,Unhealthy,131,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 4:00,2020,2,23,4,129.5,189,Unhealthy,126,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 5:00,2020,2,23,5,128.7,189,Unhealthy,128,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 6:00,2020,2,23,6,124.8,187,Unhealthy,121,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 7:00,2020,2,23,7,124.4,187,Unhealthy,123,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 8:00,2020,2,23,8,119.9,184,Unhealthy,111,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 9:00,2020,2,23,9,127.1,188,Unhealthy,140,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 10:00,2020,2,23,10,138.6,194,Unhealthy,163,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 11:00,2020,2,23,11,111.4,180,Unhealthy,77,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 12:00,2020,2,23,12,80.7,164,Unhealthy,50,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 13:00,2020,2,23,13,69.3,158,Unhealthy,58,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 14:00,2020,2,23,14,66.1,156,Unhealthy,63,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 15:00,2020,2,23,15,65,156,Unhealthy,64,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 16:00,2020,2,23,16,70.5,159,Unhealthy,76,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 17:00,2020,2,23,17,69.7,158,Unhealthy,69,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 18:00,2020,2,23,18,66.3,157,Unhealthy,63,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 19:00,2020,2,23,19,71.1,159,Unhealthy,76,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 20:00,2020,2,23,20,74.5,161,Unhealthy,78,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 21:00,2020,2,23,21,77.2,162,Unhealthy,80,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 22:00,2020,2,23,22,67.1,157,Unhealthy,53,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/23/2020 23:00,2020,2,23,23,51,139,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 0:00,2020,2,24,0,47.5,131,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 1:00,2020,2,24,1,48.2,132,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 2:00,2020,2,24,2,48.6,133,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 3:00,2020,2,24,3,50.8,139,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 4:00,2020,2,24,4,50.9,139,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 5:00,2020,2,24,5,61.4,154,Unhealthy,72,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 6:00,2020,2,24,6,65.2,156,Unhealthy,69,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 7:00,2020,2,24,7,60.6,154,Unhealthy,56,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 8:00,2020,2,24,8,74.8,161,Unhealthy,89,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 9:00,2020,2,24,9,78.4,163,Unhealthy,82,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 10:00,2020,2,24,10,73.2,160,Unhealthy,68,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 11:00,2020,2,24,11,57.6,152,Unhealthy,42,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 12:00,2020,2,24,12,57.3,152,Unhealthy,57,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 13:00,2020,2,24,13,54.1,147,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 14:00,2020,2,24,14,57.5,152,Unhealthy,61,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 15:00,2020,2,24,15,58.7,153,Unhealthy,60,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 16:00,2020,2,24,16,59.3,153,Unhealthy,60,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 17:00,2020,2,24,17,56.6,152,Unhealthy,54,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 18:00,2020,2,24,18,57.8,152,Unhealthy,59,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 19:00,2020,2,24,19,60.4,154,Unhealthy,63,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 20:00,2020,2,24,20,70.4,159,Unhealthy,81,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 21:00,2020,2,24,21,83.3,165,Unhealthy,96,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 22:00,2020,2,24,22,93.6,171,Unhealthy,104,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/24/2020 23:00,2020,2,24,23,96.3,172,Unhealthy,99,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 0:00,2020,2,25,0,103.1,176,Unhealthy,110,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 1:00,2020,2,25,1,102.5,175,Unhealthy,102,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 2:00,2020,2,25,2,113.8,181,Unhealthy,125,UG/M3,1 Hr,Valid
