Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
New Delhi,PM2.5 - Principal,2/25/2020 3:00,2020,2,25,3,132.9,191,Unhealthy,152,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 4:00,2020,2,25,4,179.9,230,Very Unhealthy,227,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 5:00,2020,2,25,5,205,255,Very Unhealthy,230,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 6:00,2020,2,25,6,241,291,Very Unhealthy,277,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 7:00,2020,2,25,7,253.5,304,Hazardous,266,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 8:00,2020,2,25,8,248.7,298,Very Unhealthy,244,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 9:00,2020,2,25,9,283.4,334,Hazardous,318,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 10:00,2020,2,25,10,299.7,350,Hazardous,316,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 11:00,2020,2,25,11,239.8,289,Very Unhealthy,180,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 12:00,2020,2,25,12,192.4,243,Very Unhealthy,145,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 13:00,2020,2,25,13,138.7,194,Unhealthy,85,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 14:00,2020,2,25,14,101.3,175,Unhealthy,64,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 15:00,2020,2,25,15,83.6,166,Unhealthy,66,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 16:00,2020,2,25,16,65.8,156,Unhealthy,48,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 17:00,2020,2,25,17,55.8,151,Unhealthy,46,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 18:00,2020,2,25,18,57.4,152,Unhealthy,59,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 19:00,2020,2,25,19,61.6,154,Unhealthy,66,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 20:00,2020,2,25,20,71.8,159,Unhealthy,82,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 21:00,2020,2,25,21,80.8,164,Unhealthy,90,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 22:00,2020,2,25,22,99.4,174,Unhealthy,118,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/25/2020 23:00,2020,2,25,23,120.7,185,Unhealthy,142,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 0:00,2020,2,26,0,134.8,192,Unhealthy,149,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 1:00,2020,2,26,1,152.4,203,Very Unhealthy,170,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 2:00,2020,2,26,2,169.7,220,Very Unhealthy,187,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 3:00,2020,2,26,3,173.8,224,Very Unhealthy,178,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 4:00,2020,2,26,4,184.9,235,Very Unhealthy,196,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 5:00,2020,2,26,5,185.4,236,Very Unhealthy,186,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 6:00,2020,2,26,6,183.7,234,Very Unhealthy,182,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 7:00,2020,2,26,7,180.3,231,Very Unhealthy,177,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 8:00,2020,2,26,8,195.2,245,Very Unhealthy,210,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 9:00,2020,2,26,9,212.5,262,Very Unhealthy,231,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 10:00,2020,2,26,10,209.8,260,Very Unhealthy,214,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 11:00,2020,2,26,11,192.7,243,Very Unhealthy,164,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 12:00,2020,2,26,12,146.8,198,Unhealthy,105,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 13:00,2020,2,26,13,109.4,179,Unhealthy,72,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 14:00,2020,2,26,14,85.7,167,Unhealthy,62,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 15:00,2020,2,26,15,75.3,161,Unhealthy,65,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 16:00,2020,2,26,16,67.1,157,Unhealthy,59,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 17:00,2020,2,26,17,61,154,Unhealthy,55,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 18:00,2020,2,26,18,59,153,Unhealthy,57,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 19:00,2020,2,26,19,55.9,151,Unhealthy,53,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 20:00,2020,2,26,20,62.4,155,Unhealthy,69,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 21:00,2020,2,26,21,70.7,159,Unhealthy,79,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 22:00,2020,2,26,22,84.3,166,Unhealthy,98,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/26/2020 23:00,2020,2,26,23,101.1,175,Unhealthy,118,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 0:00,2020,2,27,0,129,189,Unhealthy,157,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 1:00,2020,2,27,1,140.5,195,Unhealthy,152,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 2:00,2020,2,27,2,139.7,194,Unhealthy,139,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 3:00,2020,2,27,3,137.4,193,Unhealthy,135,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 4:00,2020,2,27,4,124.7,187,Unhealthy,112,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 5:00,2020,2,27,5,109.8,179,Unhealthy,95,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 6:00,2020,2,27,6,102.9,175,Unhealthy,96,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 7:00,2020,2,27,7,96.4,172,Unhealthy,90,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 8:00,2020,2,27,8,95.7,172,Unhealthy,95,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 9:00,2020,2,27,9,103.1,176,Unhealthy,111,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 10:00,2020,2,27,10,108.2,178,Unhealthy,115,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 11:00,2020,2,27,11,104.2,176,Unhealthy,99,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 12:00,2020,2,27,12,100.4,174,Unhealthy,95,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 13:00,2020,2,27,13,104.8,176,Unhealthy,112,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 14:00,2020,2,27,14,100,174,Unhealthy,91,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 15:00,2020,2,27,15,96.6,172,Unhealthy,86,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 16:00,2020,2,27,16,92.8,170,Unhealthy,84,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 17:00,2020,2,27,17,84.8,166,Unhealthy,74,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 18:00,2020,2,27,18,79,163,Unhealthy,71,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 19:00,2020,2,27,19,76.7,162,Unhealthy,73,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 20:00,2020,2,27,20,76.4,162,Unhealthy,76,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 21:00,2020,2,27,21,84.2,166,Unhealthy,97,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 22:00,2020,2,27,22,91.7,170,Unhealthy,105,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/27/2020 23:00,2020,2,27,23,105.8,177,Unhealthy,123,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 0:00,2020,2,28,0,117.6,183,Unhealthy,130,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 1:00,2020,2,28,1,117.3,183,Unhealthy,117,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 2:00,2020,2,28,2,109.9,179,Unhealthy,101,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 3:00,2020,2,28,3,104,176,Unhealthy,97,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 4:00,2020,2,28,4,99.9,174,Unhealthy,95,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 5:00,2020,2,28,5,97.2,173,Unhealthy,94,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 6:00,2020,2,28,6,95.5,172,Unhealthy,93,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 7:00,2020,2,28,7,95.5,172,Unhealthy,95,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 8:00,2020,2,28,8,96.1,172,Unhealthy,93,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 9:00,2020,2,28,9,95.5,172,Unhealthy,94,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 10:00,2020,2,28,10,91.3,169,Unhealthy,85,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 11:00,2020,2,28,11,88.6,168,Unhealthy,84,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 12:00,2020,2,28,12,84.1,166,Unhealthy,76,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 13:00,2020,2,28,13,80.2,164,Unhealthy,70,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 14:00,2020,2,28,14,75.3,161,Unhealthy,66,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 15:00,2020,2,28,15,73,160,Unhealthy,67,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 16:00,2020,2,28,16,70.7,159,Unhealthy,66,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 17:00,2020,2,28,17,69.1,158,Unhealthy,66,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 18:00,2020,2,28,18,70.8,159,Unhealthy,75,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 19:00,2020,2,28,19,72,160,Unhealthy,75,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 20:00,2020,2,28,20,75.2,161,Unhealthy,83,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 21:00,2020,2,28,21,73.8,160,Unhealthy,72,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 22:00,2020,2,28,22,73.2,160,Unhealthy,72,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/28/2020 23:00,2020,2,28,23,72.1,160,Unhealthy,69,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 0:00,2020,2,29,0,72,160,Unhealthy,72,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 1:00,2020,2,29,1,70.9,159,Unhealthy,67,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 2:00,2020,2,29,2,68.9,158,Unhealthy,63,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 3:00,2020,2,29,3,67.9,157,Unhealthy,65,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 4:00,2020,2,29,4,67.4,157,Unhealthy,66,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 5:00,2020,2,29,5,67.6,157,Unhealthy,68,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 6:00,2020,2,29,6,67.8,157,Unhealthy,69,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 7:00,2020,2,29,7,68.1,158,Unhealthy,69,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 8:00,2020,2,29,8,69.7,158,Unhealthy,77,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 9:00,2020,2,29,9,70.9,159,Unhealthy,76,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 10:00,2020,2,29,10,69.1,158,Unhealthy,62,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 11:00,2020,2,29,11,66.3,157,Unhealthy,58,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 12:00,2020,2,29,12,63.2,155,Unhealthy,56,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 13:00,2020,2,29,13,61.1,154,Unhealthy,56,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 14:00,2020,2,29,14,59.7,153,Unhealthy,56,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 15:00,2020,2,29,15,61.7,154,Unhealthy,67,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 16:00,2020,2,29,16,62.8,155,Unhealthy,66,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 17:00,2020,2,29,17,62.8,155,Unhealthy,63,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 18:00,2020,2,29,18,64,155,Unhealthy,67,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 19:00,2020,2,29,19,60.6,154,Unhealthy,53,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 20:00,2020,2,29,20,47.5,131,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 21:00,2020,2,29,21,38.7,109,Unhealthy for Sensitive Groups,30,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 22:00,2020,2,29,22,33.3,96,Moderate,28,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2/29/2020 23:00,2020,2,29,23,29.1,87,Moderate,25,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,3/1/2020 0:00,2020,3,1,0,25,78,Moderate,21,UG/M3,1 Hr,Valid
